Official Symbol Interactor A,Official Symbol Interactor B,Ontology Term Names
KPNA2,COPS4,HeLa cell
PRMT5,COPS4,HeLa cell
COPS7A,COPS5,HeLa cell
COPS7B,COPS5,HeLa cell
KIF5B,COPS5,HeLa cell
SART3,COPS5,HeLa cell
COPS2,COPS6,HeLa cell
COPS5,COPS6,HeLa cell
COPS7A,COPS6,HeLa cell
COPS7B,COPS6,HeLa cell
COPS8,COPS6,HeLa cell
POP7,COPS6,HeLa cell
USP7,COPS6,HeLa cell
COPS7B,COPS7A,HeLa cell
COPS8,COPS7A,HeLa cell
PRMT1,COPS7B,HeLa cell
SRRT,COPS8,HeLa cell
COPB2,COPZ1,HeLa cell
CORO1C,CORO1B,HeLa cell
OSBP,CORO1B,HeLa cell
OTUD6B,CORO1B,HeLa cell
VPS26A,CORO1B,HeLa cell
DNAJB11,CORO1C,HeLa cell
VPS26A,CORO1C,HeLa cell
VPS35,CORO1C,HeLa cell
EZR,CROCC,HeLa cell
ACTR2,CRTAP,HeLa cell
SP100,CRTAP,HeLa cell
SCYL1,CRTC3,HeLa cell
PFKP,CRYZ,HeLa cell
ALDOA,CS,HeLa cell
DDX1,YBX3,HeLa cell
DHX9,YBX3,HeLa cell
EIF2B2,YBX3,HeLa cell
EIF2B3,YBX3,HeLa cell
EIF5B,YBX3,HeLa cell
MACF1,YBX3,HeLa cell
RRAGB,CSE1L,HeLa cell
EPB41L2,CSNK2A1,HeLa cell
CSNK2B,CSNK2A2,HeLa cell
SGTA,CTBP2,HeLa cell
GMDS,CTH,HeLa cell
GARS,CTNNA1,HeLa cell
OSBP,CTNNA1,HeLa cell
SEC23A,CTNNA1,HeLa cell
XRCC6,CTNNA1,HeLa cell
DHPS,CTPS2,HeLa cell
EHD1,CTPS2,HeLa cell
GTF2I,CTPS2,HeLa cell
METTL1,CTPS2,HeLa cell
PRKDC,CTPS2,HeLa cell
WARS,CTPS2,HeLa cell
ACO1,CTPS1,HeLa cell
CLNS1A,CTPS1,HeLa cell
CS,CTPS1,HeLa cell
UBA1,CTPS1,HeLa cell
UBA6,CTPS1,HeLa cell
UBXN1,CTPS1,HeLa cell
VCL,CTPS1,HeLa cell
MYH14,CTR9,HeLa cell
UBA2,CTSC,HeLa cell
APEH,CTTN,HeLa cell
ATG7,CTTN,HeLa cell
CTNNA1,CTTN,HeLa cell
GARS,CTTN,HeLa cell
IDE,CTTN,HeLa cell
ME1,CTTN,HeLa cell
RDX,CTTN,HeLa cell
SHMT1,CTTN,HeLa cell
SHMT2,CTTN,HeLa cell
SSB,CTTN,HeLa cell
STAT1,CTTN,HeLa cell
VTA1,CTTN,HeLa cell
CSDE1,CUL1,HeLa cell
HIST1H4A,CUL1,HeLa cell
NUDT5,CUL1,HeLa cell
PPP1R12A,CUL1,HeLa cell
SSRP1,CUL1,HeLa cell
UGP2,CUL1,HeLa cell
CTNNA1,CUL2,HeLa cell
MSH2,CUL2,HeLa cell
NARS,CUL2,HeLa cell
XRCC5,CUL2,HeLa cell
XRCC6,CUL2,HeLa cell
GORASP2,CUL3,HeLa cell
COPS6,CUL4B,HeLa cell
POP7,CUL4B,HeLa cell
HIST1H1B,CUL5,HeLa cell
MTAP,CUTA,HeLa cell
GABPA,CUTC,HeLa cell
GANAB,CUTC,HeLa cell
LIMCH1,CUTC,HeLa cell
GTF2E2,PBDC1,HeLa cell
DNM1L,CYHR1,HeLa cell
HIST1H1B,CYHR1,HeLa cell
FTO,DAK,HeLa cell
METAP2,DAK,HeLa cell
EEF1E1,DARS,HeLa cell
EIF2S1,DARS,HeLa cell
RPL13,DARS,HeLa cell
CAMK1D,DCPS,HeLa cell
NAE1,DCPS,HeLa cell
PCYT2,DCPS,HeLa cell
RAP1GDS1,DCPS,HeLa cell
UBA3,DCPS,HeLa cell
DCTN3,DCTN2,HeLa cell
FHL2,DCTN3,HeLa cell
NUP85,DCTN3,HeLa cell
CTPS1,DCTPP1,HeLa cell
NUBP1,DCTPP1,HeLa cell
PCNA,DCTPP1,HeLa cell
UBQLN1,DCTPP1,HeLa cell
XPNPEP1,DCTPP1,HeLa cell
VASP,DDB1,HeLa cell
FAM129B,DDI2,HeLa cell
NAA10,DDI2,HeLa cell
NAA15,DDI2,HeLa cell
DDX5,DDX17,HeLa cell
P3H1,DDX17,HeLa cell
DHX9,DDX1,HeLa cell
DYNC1H1,DDX1,HeLa cell
EIF2B2,DDX1,HeLa cell
EIF2B3,DDX1,HeLa cell
AHSA1,DDX39A,HeLa cell
GSR,DDX39A,HeLa cell
NAGK,DDX39A,HeLa cell
SMS,DDX39A,HeLa cell
SUGT1,DDX39A,HeLa cell
EIF3D,DDX3X,HeLa cell
EIF3L,DDX3X,HeLa cell
ERO1L,DDX5,HeLa cell
GANAB,DEK,HeLa cell
ATG3,DFFA,HeLa cell
CTPS1,DFFA,HeLa cell
EIF5,DFFA,HeLa cell
FERMT2,DFFA,HeLa cell
RPS6KA3,DFFA,HeLa cell
RPA3,DHPS,HeLa cell
SAE1,DHPS,HeLa cell
AHCY,DHX15,HeLa cell
FH,DHX15,HeLa cell
MSN,DHX15,HeLa cell
PABPC1,DHX15,HeLa cell
PCNA,DHX15,HeLa cell
PPP1CB,DHX15,HeLa cell
EIF2B2,DHX9,HeLa cell
EIF2B3,DHX9,HeLa cell
ABCE1,DIABLO,HeLa cell
GABPA,DIABLO,HeLa cell
GMPPB,DIABLO,HeLa cell
LIMCH1,DIABLO,HeLa cell
SSRP1,DIABLO,HeLa cell
COPZ1,DIAPH1,HeLa cell
EIF2B2,DIMT1,HeLa cell
EIF2B3,DIMT1,HeLa cell
APEH,CARS,HeLa cell
CAND1,CARS,HeLa cell
DNM1L,CARS,HeLa cell
FAF1,CARS,HeLa cell
GARS,CARS,HeLa cell
GART,CARS,HeLa cell
GFPT1,CARS,HeLa cell
HIST1H4A,CARS,HeLa cell
IDE,CARS,HeLa cell
JMJD6,CARS,HeLa cell
KARS,CARS,HeLa cell
PPAT,CARS,HeLa cell
PPM1G,CARS,HeLa cell
SEC23A,CARS,HeLa cell
SHMT1,CARS,HeLa cell
TROVE2,CARS,HeLa cell
XPO7,CARS,HeLa cell
PDE3A,CSDE1,HeLa cell
SEC24C,CSDE1,HeLa cell
SSRP1,CSDE1,HeLa cell
XRCC5,CSDE1,HeLa cell
XRCC6,CSDE1,HeLa cell
ASS1,DLD,HeLa cell
CNDP2,DLD,HeLa cell
RNASEH2B,DNAJB1,HeLa cell
NRD1,DNAJC7,HeLa cell
ANXA2,DNAJC8,HeLa cell
FANCD2,DNM1,HeLa cell
ARFIP1,DNM1L,HeLa cell
XRCC5,DNMBP,HeLa cell
ASS1,DPP3,HeLa cell
SGTA,DPP3,HeLa cell
TRIP6,DPP3,HeLa cell
DHPS,DPP8,HeLa cell
FUBP3,DPP8,HeLa cell
P3H1,DPP8,HeLa cell
PFDN1,DPP8,HeLa cell
MTR,DPP9,HeLa cell
THG1L,DPP9,HeLa cell
DNAJB1,DPYSL2,HeLa cell
XPO7,DPYSL2,HeLa cell
ARPC1B,DR1,HeLa cell
GOPC,DR1,HeLa cell
HSF1,DR1,HeLa cell
LRSAM1,DR1,HeLa cell
METTL1,DR1,HeLa cell
NPLOC4,DR1,HeLa cell
UBE3A,DR1,HeLa cell
DYNC1LI1,DYNC1H1,HeLa cell
FLNA,DYNC1H1,HeLa cell
SERBP1,DYNC1H1,HeLa cell
DYNC1LI1,DYNC1I2,HeLa cell
EIF3G,DYNC1I2,HeLa cell
PSMC5,DYNC1I2,HeLa cell
RPS13,DYNC1I2,HeLa cell
RPS26,DYNC1I2,HeLa cell
SERBP1,DYNC1I2,HeLa cell
AKAP12,DYNC1LI1,HeLa cell
FLNA,DYNC1LI1,HeLa cell
FLNA,DYNC1LI2,HeLa cell
RPS21,DYNLL1,HeLa cell
AKAP12,DYNLRB1,HeLa cell
DYNC1LI1,DYNLT3,HeLa cell
CAPN1,ECHS1,HeLa cell
DCPS,ECHS1,HeLa cell
GSS,ECHS1,HeLa cell
HSPA9,ECHS1,HeLa cell
PFAS,ECHS1,HeLa cell
USP14,ECHS1,HeLa cell
VCL,ECHS1,HeLa cell
EIF2B2,EDC4,HeLa cell
EIF2B3,EDC4,HeLa cell
G3BP1,EDC4,HeLa cell
AHCY,EEF1A2,HeLa cell
BAG6,EEF1D,HeLa cell
CCT2,EEF1D,HeLa cell
CCT6A,EEF1D,HeLa cell
FOXK1,EEF1D,HeLa cell
HCFC1,EEF1D,HeLa cell
VIM,EEF1D,HeLa cell
DNAJA1,EEF1E1,HeLa cell
EIF2S1,EEF1E1,HeLa cell
EIF4G1,EEF1E1,HeLa cell
RPL18,EEF1E1,HeLa cell
CAPN1,EEF2,HeLa cell
FTO,EEF2,HeLa cell
GSR,EEF2,HeLa cell
OSGEP,EEF2K,HeLa cell
THG1L,EEF2K,HeLa cell
PGD,EEF2,HeLa cell
TYMP,EEF2,HeLa cell
COASY,EFHD2,HeLa cell
DCK,EFHD2,HeLa cell
OSGEP,EFTUD1,HeLa cell
GTF2E1,EFTUD2,HeLa cell
GTF2F2,EFTUD2,HeLa cell
HARS,EFTUD2,HeLa cell
SARS,EFTUD2,HeLa cell
XPO5,EFTUD2,HeLa cell
POLR2C,EHBP1L1,HeLa cell
PDCD10,EHD1,HeLa cell
STAT6,EHD1,HeLa cell
EHD1,EHD4,HeLa cell
NOL3,EHD4,HeLa cell
PLCG1,EHD4,HeLa cell
PSMG1,EHD4,HeLa cell
RPL38,EHD4,HeLa cell
EIF2B3,EIF2B2,HeLa cell
EIF3C,EIF2B3,HeLa cell
G3BP1,EIF2B3,HeLa cell
AIP,EIF2S3,HeLa cell
DNAJA1,EIF2S3,HeLa cell
EEF1E1,EIF2S3,HeLa cell
EIF2S1,EIF2S3,HeLa cell
QARS,EIF2S3,HeLa cell
EIF3C,EIF3A,HeLa cell
EIF3D,EIF3A,HeLa cell
EIF3L,EIF3A,HeLa cell
EIF3H,EIF3A,HeLa cell
RPS23,EIF3A,HeLa cell
RPS26,EIF3A,HeLa cell
RPS3,EIF3A,HeLa cell
RPS3A,EIF3A,HeLa cell
EIF3G,EIF3B,HeLa cell
EIF3I,EIF3B,HeLa cell
EIF3D,EIF3C,HeLa cell
EIF3E,EIF3C,HeLa cell
EIF3L,EIF3C,HeLa cell
EIF3H,EIF3C,HeLa cell
G3BP1,EIF3C,HeLa cell
RPS23,EIF3CL,HeLa cell
RPS26,EIF3CL,HeLa cell
RPS27,EIF3CL,HeLa cell
RPS3A,EIF3CL,HeLa cell
RPS4X,EIF3CL,HeLa cell
RPS6,EIF3CL,HeLa cell
SND1,EIF3CL,HeLa cell
EIF3E,EIF3D,HeLa cell
EIF3L,EIF3D,HeLa cell
EIF3H,EIF3D,HeLa cell
DYNC1LI1,EIF3E,HeLa cell
EIF3A,EIF3E,HeLa cell
EIF3L,EIF3E,HeLa cell
EIF3H,EIF3E,HeLa cell
GNB2L1,EIF3E,HeLa cell
RPS19,EIF3E,HeLa cell
RPS2,EIF3E,HeLa cell
RPS23,EIF3E,HeLa cell
RPS3,EIF3E,HeLa cell
RPS3A,EIF3E,HeLa cell
EIF3G,EIF3I,HeLa cell
XRCC5,EIF3J,HeLa cell
DDX1,EIF3K,HeLa cell
DIMT1,EIF3K,HeLa cell
DYNC1H1,EIF3K,HeLa cell
EIF2A,EIF3K,HeLa cell
EIF2B2,EIF3K,HeLa cell
EIF3A,EIF3K,HeLa cell
EIF3C,EIF3K,HeLa cell
EIF3D,EIF3K,HeLa cell
EIF3E,EIF3K,HeLa cell
EIF3L,EIF3K,HeLa cell
HNRNPD,EIF3K,HeLa cell
RPS26,EIF3K,HeLa cell
EIF3F,EIF3M,HeLa cell
EIF3L,EIF3H,HeLa cell
ANP32A,EIF4A3,HeLa cell
NPLOC4,EIF4A3,HeLa cell
PKM,EIF4A3,HeLa cell
SRP14,EIF4A3,HeLa cell
CTNNA1,EIF4B,HeLa cell
CUL4B,EIF4B,HeLa cell
NARS,EIF4B,HeLa cell
OSBP,EIF4B,HeLa cell
SAMHD1,EIF4B,HeLa cell
SEC23A,EIF4B,HeLa cell
XRCC5,EIF4B,HeLa cell
HSPA9,EIF4E,HeLa cell
NANS,EIF4E,HeLa cell
AHSA1,EIF4H,HeLa cell
CASP7,EIF4H,HeLa cell
EEF2,EIF4H,HeLa cell
EIF5,EIF4H,HeLa cell
G6PD,EIF4H,HeLa cell
GLA,EIF4H,HeLa cell
MAT2B,EIF4H,HeLa cell
RPS6KA1,EIF4H,HeLa cell
BCCIP,EIF5A,HeLa cell
GDA,EIF5A,HeLa cell
ALDH7A1,EIF5,HeLa cell
MVD,EIF5A,HeLa cell
TYMS,EIF5A,HeLa cell
WDR1,EIF5A,HeLa cell
FERMT2,EIF5,HeLa cell
G6PD,EIF5,HeLa cell
GNAI3,EIF5,HeLa cell
PFAS,EIF5,HeLa cell
STK24,EIF5,HeLa cell
VCL,EIF5,HeLa cell
DFFA,EIF6,HeLa cell
EIF4E,EIF6,HeLa cell
HSPA1A,EIF6,HeLa cell
HSPA9,EIF6,HeLa cell
PPP5C,EIF6,HeLa cell
XPO5,ELAC2,HeLa cell
ELP3,ELP2,HeLa cell
PPP6R3,ENAH,HeLa cell
TRIM28,ENAH,HeLa cell
COASY,ENO2,HeLa cell
COPS2,EPB41L1,HeLa cell
COPS7A,EPB41L1,HeLa cell
INPPL1,EPB41L1,HeLa cell
POLA2,EPB41L1,HeLa cell
POP7,EPB41L1,HeLa cell
RPP30,EPB41L1,HeLa cell
AP2B1,EPN1,HeLa cell
PTPN12,EPN1,HeLa cell
CDC42,EPRS,HeLa cell
LARS,EPRS,HeLa cell
VPS25,EPRS,HeLa cell
GBF1,EPS15L1,HeLa cell
CBS,ERO1L,HeLa cell
P3H1,ERO1L,HeLa cell
FERMT2,ERP44,HeLa cell
G6PD,ERP44,HeLa cell
CORO1B,ETF1,HeLa cell
CORO1C,ETF1,HeLa cell
NUDC,ETF1,HeLa cell
RTF1,ETF1,HeLa cell
VPS26A,ETF1,HeLa cell
BAG3,ETFA,HeLa cell
PPP6R3,ETFA,HeLa cell
TPM1,ETFA,HeLa cell
GPX1,EXOSC2,HeLa cell
FH,EZR,HeLa cell
GNPDA1,EZR,HeLa cell
H2AFZ,EZR,HeLa cell
HEXA,EZR,HeLa cell
HEXB,EZR,HeLa cell
PDCD10,EZR,HeLa cell
PDCD6IP,EZR,HeLa cell
UBA1,EZR,HeLa cell
AKT1S1,FAM114A1,HeLa cell
FAF1,FAM114A1,HeLa cell
PPAT,FAM114A1,HeLa cell
CORO1C,FAM129B,HeLa cell
DNM1L,FAM129B,HeLa cell
GLUL,FAM129B,HeLa cell
SHMT1,FAM129B,HeLa cell
VPS26A,FAM129B,HeLa cell
VPS29,FAM129B,HeLa cell
VPS35,FAM129B,HeLa cell
ZYX,FAM129B,HeLa cell
BRCC3,FAM175B,HeLa cell
HUWE1,FAM175B,HeLa cell
AES,HGH1,HeLa cell
FAF1,FARSB,HeLa cell
GANAB,FARSB,HeLa cell
PLOD2,FARSB,HeLa cell
UGP2,FARSB,HeLa cell
XRCC6,FARSB,HeLa cell
KIAA1598,FASN,HeLa cell
SIRT1,FASN,HeLa cell
RPL18,FAU,HeLa cell
RPS23,FAU,HeLa cell
RPS29,FAU,HeLa cell
WIBG,FAU,HeLa cell
ADSS,FDPS,HeLa cell
STAMBP,FDPS,HeLa cell
HARS,FEN1,HeLa cell
PFDN1,FEN1,HeLa cell
TNPO3,FEN1,HeLa cell
DAK,FERMT2,HeLa cell
GBP1,FERMT2,HeLa cell
PFAS,FERMT2,HeLa cell
SNRPD1,FERMT2,HeLa cell
VCL,FERMT2,HeLa cell
ALDH1B1,FH,HeLa cell
H2AFZ,FH,HeLa cell
HEXB,FH,HeLa cell
ERP44,FHL2,HeLa cell
HEXIM1,FHL2,HeLa cell
OGFOD1,FH,HeLa cell
PYGB,FH,HeLa cell
HSP90AA1,FKBP4,HeLa cell
MGEA5,FKBP4,HeLa cell
HSP90AA1,FKBP5,HeLa cell
MAGED2,FKBP5,HeLa cell
MGEA5,FKBP5,HeLa cell
USP7,FKBP5,HeLa cell
UBA6,FKBP9,HeLa cell
DCTN3,FLNB,HeLa cell
UBR4,FLNB,HeLa cell
CTTNBP2NL,FLNC,HeLa cell
NCAPD2,FLNC,HeLa cell
TPM1,FOXK1,HeLa cell
VIM,FOXK1,HeLa cell
CTSA,FTO,HeLa cell
ACTR2,FUBP1,HeLa cell
ACTR3,FUBP1,HeLa cell
ARPC2,FUBP1,HeLa cell
ARPC4,FUBP1,HeLa cell
BAG1,FUBP1,HeLa cell
NSUN2,FUBP1,HeLa cell
RPA1,FUBP1,HeLa cell
RPRD1B,FUBP1,HeLa cell
HNRNPU,G3BP1,HeLa cell
RPL14,G3BP1,HeLa cell
RPS27L,G3BP1,HeLa cell
CKB,G6PD,HeLa cell
CNDP2,G6PD,HeLa cell
LDHB,G6PD,HeLa cell
PAK2,G6PD,HeLa cell
SLC9A3R1,G6PD,HeLa cell
TGM2,G6PD,HeLa cell
UBE2V1,G6PD,HeLa cell
GNE,GABPA,HeLa cell
LIMCH1,GABPA,HeLa cell
CSDE1,GANAB,HeLa cell
NARS,GANAB,HeLa cell
PDE3A,GANAB,HeLa cell
SAMHD1,GANAB,HeLa cell
XRCC5,GANAB,HeLa cell
XRCC6,GANAB,HeLa cell
ACOT7,GAPDH,HeLa cell
CRYZ,GAPDH,HeLa cell
DCPS,GAPDH,HeLa cell
DFFA,GAPDH,HeLa cell
EEF1A1,GAPDH,HeLa cell
FERMT2,GAPDH,HeLa cell
GBP1,GAPDH,HeLa cell
HSPA9,GAPDH,HeLa cell
METAP2,GAPDH,HeLa cell
PPIB,GAPDH,HeLa cell
RAP1GDS1,GAPDH,HeLa cell
TUBB,GAPDH,HeLa cell
TYMP,GAPDH,HeLa cell
UBQLN1,GAPDH,HeLa cell
FOXK1,GAPVD1,HeLa cell
IQGAP1,GAPVD1,HeLa cell
NR3C1,GAPVD1,HeLa cell
SF3A1,GAPVD1,HeLa cell
APEH,GARS,HeLa cell
CAND1,GARS,HeLa cell
CORO1C,GARS,HeLa cell
GANAB,GARS,HeLa cell
GORASP2,GARS,HeLa cell
GTF2A1,GARS,HeLa cell
HIST1H4A,GARS,HeLa cell
KHSRP,GARS,HeLa cell
NCBP1,GARS,HeLa cell
OSBP,GARS,HeLa cell
PPM1G,GARS,HeLa cell
SEC23A,GARS,HeLa cell
SHMT1,GARS,HeLa cell
ZYX,GARS,HeLa cell
FAF1,GART,HeLa cell
FARSB,GART,HeLa cell
PLOD2,GART,HeLa cell
PPAT,GART,HeLa cell
SAMHD1,GART,HeLa cell
UGP2,GART,HeLa cell
XRCC6,GART,HeLa cell
NUP85,GBF1,HeLa cell
PLEC,GBF1,HeLa cell
DAK,GBP1,HeLa cell
METAP2,GBP1,HeLa cell
PPP1CC,GBP1,HeLa cell
CAPN1,GBP2,HeLa cell
CASP7,GBP2,HeLa cell
CNDP2,GBP2,HeLa cell
G6PD,GBP2,HeLa cell
GSR,GBP2,HeLa cell
NANS,GBP2,HeLa cell
GLRX3,GCLM,HeLa cell
PSMB8,GCN1L1,HeLa cell
DCUN1D1,GDI1,HeLa cell
GNAI2,GDI1,HeLa cell
GARS,GFPT1,HeLa cell
HIST1H4A,GFPT1,HeLa cell
KHSRP,GFPT1,HeLa cell
OSBP,GFPT1,HeLa cell
RBX1,GFPT1,HeLa cell
SEC23A,GFPT1,HeLa cell
TROVE2,GFPT1,HeLa cell
GDI1,GGH,HeLa cell
SGTA,GGH,HeLa cell
TRIP6,GGH,HeLa cell
AHSA1,GINS2,HeLa cell
CAPN1,GINS2,HeLa cell
CASP7,GINS2,HeLa cell
CNDP2,GINS2,HeLa cell
EEF2,GINS2,HeLa cell
GSR,GINS2,HeLa cell
MVD,GINS2,HeLa cell
CTSA,GINS2,HeLa cell
RPS6KA1,GINS2,HeLa cell
CAPN1,GINS3,HeLa cell
CTPS1,GINS3,HeLa cell
DCPS,GINS3,HeLa cell
ECHS1,GINS3,HeLa cell
EIF6,GINS3,HeLa cell
GDI1,GINS3,HeLa cell
GSS,GINS3,HeLa cell
HSPA9,GINS3,HeLa cell
MSN,GINS3,HeLa cell
PAFAH1B2,GINS3,HeLa cell
PFAS,GINS3,HeLa cell
PPP5C,GINS3,HeLa cell
RAP1GDS1,GINS3,HeLa cell
VCL,GINS3,HeLa cell
DCPS,GINS4,HeLa cell
PDHA1,GINS4,HeLa cell
ALDH7A1,GLA,HeLa cell
CAPN1,GLA,HeLa cell
CNDP2,GLA,HeLa cell
EIF5,GLA,HeLa cell
G6PD,GLA,HeLa cell
GBP2,GLA,HeLa cell
MAT2B,GLA,HeLa cell
PGD,GLA,HeLa cell
ZNF622,GLA,HeLa cell
COASY,GLRX3,HeLa cell
DCUN1D1,GLRX3,HeLa cell
IDH1,GLRX3,HeLa cell
CAPN1,GLS,HeLa cell
EIF5A,GLS,HeLa cell
GDA,GLS,HeLa cell
MVD,GLS,HeLa cell
CSDE1,GMPPB,HeLa cell
GMPPA,GMPPB,HeLa cell
PDE3A,GMPPB,HeLa cell
USP47,GMPPB,HeLa cell
BCAR1,GMPR2,HeLa cell
COASY,GMPS,HeLa cell
ENO2,GMPS,HeLa cell
PNP,GMPS,HeLa cell
PPME1,GMPS,HeLa cell
GCLM,GNAI2,HeLa cell
LDHA,GNAI3,HeLa cell
LDHB,GNAI3,HeLa cell
PGD,GNAI3,HeLa cell
DYNLL1,GNB2L1,HeLa cell
EIF3K,GNB2L1,HeLa cell
RPS21,GNB2L1,HeLa cell
RPS27L,GNB2L1,HeLa cell
ALDOC,GNL1,HeLa cell
DCTPP1,GNPDA1,HeLa cell
IPO9,GNPDA1,HeLa cell
NT5C2,GNPDA1,HeLa cell
NUBP1,GNPDA1,HeLa cell
PCNA,GNPDA1,HeLa cell
TRNT1,GNPDA1,HeLa cell
UBQLN1,GNPDA1,HeLa cell
USP5,GNPDA1,HeLa cell
WARS,GNPDA1,HeLa cell
XPNPEP1,GNPDA1,HeLa cell
GNPDA1,GNPDA2,HeLa cell
CBS,GOPC,HeLa cell
GTF2A1,GORASP2,HeLa cell
PFDN5,GPC1,HeLa cell
ALAD,GPN1,HeLa cell
CBS,GPN1,HeLa cell
CRTAP,GPN1,HeLa cell
P3H1,GPN1,HeLa cell
PPME1,GPN1,HeLa cell
COPS2,GPS1,HeLa cell
COPS3,GPS1,HeLa cell
COPS4,GPS1,HeLa cell
COPS7A,GPS1,HeLa cell
COPS8,GPS1,HeLa cell
ACTR2,GRPEL1,HeLa cell
ANP32B,GRPEL1,HeLa cell
ARPC4,GRPEL1,HeLa cell
BAG1,GRPEL1,HeLa cell
RPA1,GRPEL1,HeLa cell
RPA3,GRPEL1,HeLa cell
RPRD1B,GRPEL1,HeLa cell
ATG7,GSPT1,HeLa cell
CTTN,GSPT1,HeLa cell
IDE,GSPT1,HeLa cell
RDX,GSPT1,HeLa cell
ATG7,GSPT2,HeLa cell
CTTN,GSPT2,HeLa cell
GSPT1,GSPT2,HeLa cell
IDE,GSPT2,HeLa cell
NASP,GSPT2,HeLa cell
RDX,GSPT2,HeLa cell
SHMT1,GSPT2,HeLa cell
SHMT2,GSPT2,HeLa cell
SNX1,GSPT2,HeLa cell
STAT1,GSPT2,HeLa cell
AHSA1,GSR,HeLa cell
DDX39B,GSR,HeLa cell
LDHA,GSR,HeLa cell
ASNS,GSS,HeLa cell
DCPS,GSS,HeLa cell
MSN,GSS,HeLa cell
PPP5C,GSS,HeLa cell
RRAGB,GSS,HeLa cell
VCL,GSS,HeLa cell
ATG7,GTF2A1,HeLa cell
FAM129B,GTF2A1,HeLa cell
SARS,GTF2A1,HeLa cell
SNX6,GTF2A1,HeLa cell
BCAT1,GTF2F1,HeLa cell
SNF8,GTF2F1,HeLa cell
VPS29,GTF2F1,HeLa cell
METTL1,GTF2I,HeLa cell
PRKDC,GTF2I,HeLa cell
WARS,GTF2I,HeLa cell
EHD1,GTF3C4,HeLa cell
HEXA,GTF3C4,HeLa cell
HEXB,GTF3C4,HeLa cell
HK1,GTF3C4,HeLa cell
PLCG1,GTF3C4,HeLa cell
RAD23A,GTF3C4,HeLa cell
SNRPE,OLA1,HeLa cell
YWHAZ,OLA1,HeLa cell
AHCY,H2AFV,HeLa cell
FH,H2AFV,HeLa cell
HEXA,H2AFV,HeLa cell
PCNA,H2AFV,HeLa cell
UBA6,H2AFV,HeLa cell
ACAA2,H2AFZ,HeLa cell
CORO1C,H3F3A,HeLa cell
FAM129B,H3F3A,HeLa cell
NUDC,H3F3A,HeLa cell
SNX2,H3F3A,HeLa cell
SNX6,H3F3A,HeLa cell
VPS26A,H3F3A,HeLa cell
VPS29,H3F3A,HeLa cell
VPS35,H3F3A,HeLa cell
GTF2E1,HARS,HeLa cell
NSUN2,HARS,HeLa cell
SHMT1,HARS,HeLa cell
XPO5,HARS,HeLa cell
HSPA1A,HAT1,HeLa cell
NR3C1,HDAC1,HeLa cell
SF3A1,HDAC1,HeLa cell
AHCY,HDGF,HeLa cell
CROCC,HDGF,HeLa cell
MCTS1,HDGF,HeLa cell
OLA1,HDGF,HeLa cell
PDE4D,HDGFRP2,HeLa cell
SH2D4A,HDGF,HeLa cell
METTL1,DNAAF5,HeLa cell
NPLOC4,DNAAF5,HeLa cell
PPP2R1B,DNAAF5,HeLa cell
KIAA0101,HECTD1,HeLa cell
TPM2,HECTD1,HeLa cell
NCAPH,HECTD3,HeLa cell
DCTPP1,HERC4,HeLa cell
HEXA,HERC4,HeLa cell
NT5C2,HERC4,HeLa cell
PCNA,HERC4,HeLa cell
USP5,HERC4,HeLa cell
WARS,HERC4,HeLa cell
GDI1,HEXA,HeLa cell
UBA6,HEXA,HeLa cell
ALDH1B1,HEXB,HeLa cell
COPS7B,HEXIM1,HeLa cell
POLA2,HEXIM1,HeLa cell
ACTN4,HGS,HeLa cell
AES,HGS,HeLa cell
SF3A3,HGS,HeLa cell
SLK,HGS,HeLa cell
TTC4,HGS,HeLa cell
FAF1,HIRIP3,HeLa cell
GARS,HIRIP3,HeLa cell
GART,HIRIP3,HeLa cell
HIST1H4A,HIRIP3,HeLa cell
PPM1G,HIRIP3,HeLa cell
PRMT3,HIRIP3,HeLa cell
RPL24,HIRIP3,HeLa cell
SEC23A,HIRIP3,HeLa cell
SNX2,HIRIP3,HeLa cell
STAT1,HIRIP3,HeLa cell
TROVE2,HIRIP3,HeLa cell
UGP2,HIRIP3,HeLa cell
APEH,HIST1H1C,HeLa cell
TBCD,HIST1H1C,HeLa cell
ACO1,HIST1H2AB,HeLa cell
ACTR2,HIST1H2AB,HeLa cell
TRIP13,HIST1H2AB,HeLa cell
ARFIP1,HIST1H4A,HeLa cell
FAF1,HIST1H4A,HeLa cell
JMJD6,HIST1H4A,HeLa cell
OSBP,HIST1H4A,HeLa cell
SEC23A,HIST1H4A,HeLa cell
SHMT1,HIST1H4A,HeLa cell
HEXA,HK1,HeLa cell
HEXB,HK1,HeLa cell
PDCD10,HK1,HeLa cell
SGTA,HK1,HeLa cell
WDR61,HK1,HeLa cell
ARIH2,HK2,HeLa cell
FNTA,HK2,HeLa cell
HEXB,HK2,HeLa cell
NUBP1,HK2,HeLa cell
WDR61,HK2,HeLa cell
BRCC3,SPAG9,HeLa cell
FAM175B,SPAG9,HeLa cell
LDHB,HMGB2,HeLa cell
PGD,HMGB2,HeLa cell
DENR,HMGB3,HeLa cell
IPO9,HMGB3,HeLa cell
MCTS1,HMGB3,HeLa cell
PAFAH1B1,HMGB3,HeLa cell
PAPSS1,HMGB3,HeLa cell
UBXN1,HMGB3,HeLa cell
DYNC1LI1,HNRNPA0,HeLa cell
RPS27,HNRNPA0,HeLa cell
